,day,month,numChecklists,numContributors,numSpecies,state,Year
29,30,1,264,159,152,NJ,2016
30,31,1,311,196,151,NJ,2016
31,1,2,181,114,143,NJ,2016
32,2,2,186,129,137,NJ,2016
33,3,2,65,59,113,NJ,2016
34,4,2,137,105,136,NJ,2016
35,5,2,121,95,131,NJ,2016
36,6,2,671,196,155,NJ,2016
37,7,2,322,182,156,NJ,2016
38,8,2,123,99,133,NJ,2016
39,9,2,95,82,125,NJ,2016
40,10,2,130,87,131,NJ,2016
41,11,2,71,75,108,NJ,2016
42,12,2,660,512,147,NJ,2016
43,13,2,944,737,137,NJ,2016
44,14,2,950,744,149,NJ,2016
45,15,2,792,631,134,NJ,2016
46,16,2,97,75,115,NJ,2016
47,17,2,146,109,122,NJ,2016
48,18,2,134,106,128,NJ,2016
49,19,2,158,112,144,NJ,2016
50,20,2,473,220,154,NJ,2016
51,21,2,373,219,151,NJ,2016
52,22,2,230,138,138,NJ,2016
53,23,2,113,91,112,NJ,2016
54,24,2,61,45,113,NJ,2016
55,25,2,127,103,126,NJ,2016
56,26,2,134,92,124,NJ,2016
57,27,2,304,188,149,NJ,2016
58,28,2,336,216,145,NJ,2016
59,29,2,146,96,138,NJ,2016
60,1,3,199,126,138,NJ,2016
61,2,3,102,82,119,NJ,2016
62,3,3,140,103,132,NJ,2016
63,4,3,138,105,121,NJ,2016
64,5,3,309,180,141,NJ,2016
65,6,3,291,185,148,NJ,2016
66,7,3,146,115,133,NJ,2016
67,8,3,192,147,137,NJ,2016
68,9,3,220,173,149,NJ,2016
69,10,3,166,147,147,NJ,2016
70,11,3,184,155,145,NJ,2016
71,12,3,403,237,160,NJ,2016
72,13,3,310,191,155,NJ,2016
73,14,3,95,80,120,NJ,2016
74,15,3,210,123,142,NJ,2016
75,16,3,213,130,147,NJ,2016
76,17,3,183,125,139,NJ,2016
77,18,3,154,133,142,NJ,2016
78,19,3,285,183,154,NJ,2016
79,20,3,238,151,140,NJ,2016
80,21,3,112,107,133,NJ,2016
81,22,3,171,118,147,NJ,2016
82,23,3,188,152,146,NJ,2016
83,24,3,193,154,147,NJ,2016
84,25,3,201,152,147,NJ,2016
85,26,3,333,227,161,NJ,2016
86,27,3,243,174,147,NJ,2016
87,28,3,121,93,138,NJ,2016
88,29,3,155,108,135,NJ,2016
89,30,3,207,148,157,NJ,2016
90,31,3,184,149,152,NJ,2016
91,1,4,155,141,145,NJ,2016
92,2,4,267,183,150,NJ,2016
93,3,4,194,130,152,NJ,2016
94,4,4,120,114,136,NJ,2016
95,5,4,135,105,145,NJ,2016
96,6,4,212,151,153,NJ,2016
97,7,4,155,132,152,NJ,2016
98,8,4,198,160,153,NJ,2016
99,9,4,186,130,158,NJ,2016
100,10,4,335,218,165,NJ,2016
101,11,4,173,138,161,NJ,2016
102,12,4,167,135,150,NJ,2016
103,13,4,259,184,163,NJ,2016
104,14,4,235,173,156,NJ,2016
105,15,4,236,183,175,NJ,2016
106,16,4,370,259,180,NJ,2016
107,17,4,309,241,184,NJ,2016
108,18,4,179,161,169,NJ,2016
109,19,4,226,185,174,NJ,2016
110,20,4,184,160,168,NJ,2016
111,21,4,226,181,180,NJ,2016
112,22,4,238,204,185,NJ,2016
113,23,4,418,279,201,NJ,2016
114,24,4,396,266,196,NJ,2016
115,25,4,268,208,197,NJ,2016
116,26,4,286,224,210,NJ,2016
117,27,4,296,240,210,NJ,2016
118,28,4,227,187,196,NJ,2016
119,29,4,249,191,202,NJ,2016
120,30,4,537,302,221,NJ,2016
121,1,5,262,183,203,NJ,2016
122,2,5,345,244,221,NJ,2016
123,3,5,252,182,217,NJ,2016
124,4,5,248,199,211,NJ,2016
125,5,5,324,225,206,NJ,2016
126,6,5,188,162,203,NJ,2016
127,7,5,602,335,231,NJ,2016
128,8,5,549,363,228,NJ,2016
129,9,5,481,305,224,NJ,2016
130,10,5,467,278,235,NJ,2016
131,11,5,544,311,242,NJ,2016
132,12,5,506,285,236,NJ,2016
133,13,5,519,268,236,NJ,2016
134,14,5,1611,463,251,NJ,2016
135,15,5,313,246,218,NJ,2016
136,16,5,299,216,218,NJ,2016
137,17,5,268,208,221,NJ,2016
138,18,5,308,213,215,NJ,2016
139,19,5,328,236,219,NJ,2016
140,20,5,447,285,217,NJ,2016
141,21,5,396,266,223,NJ,2016
142,22,5,387,283,219,NJ,2016
143,23,5,209,169,193,NJ,2016
144,24,5,204,145,194,NJ,2016
145,25,5,282,202,201,NJ,2016
146,26,5,214,165,201,NJ,2016
147,27,5,187,160,206,NJ,2016
148,28,5,244,193,203,NJ,2016
149,29,5,193,145,186,NJ,2016
150,30,5,121,110,163,NJ,2016
151,31,5,117,112,176,NJ,2016
152,1,6,143,114,171,NJ,2016
153,2,6,131,104,167,NJ,2016
154,3,6,91,75,163,NJ,2016
155,4,6,207,145,191,NJ,2016
156,5,6,105,88,164,NJ,2016
157,6,6,127,108,172,NJ,2016
158,7,6,156,105,174,NJ,2016
159,8,6,133,110,165,NJ,2016
160,9,6,123,99,160,NJ,2016
161,10,6,126,101,157,NJ,2016
162,11,6,183,153,175,NJ,2016
163,12,6,144,122,165,NJ,2016
164,13,6,145,137,164,NJ,2016
165,14,6,112,92,164,NJ,2016
166,15,6,124,103,159,NJ,2016
167,16,6,77,74,149,NJ,2016
168,17,6,110,104,149,NJ,2016
169,18,6,144,133,174,NJ,2016
170,19,6,184,120,164,NJ,2016
171,20,6,79,81,144,NJ,2016
172,21,6,86,77,133,NJ,2016
173,22,6,91,77,148,NJ,2016
174,23,6,94,83,148,NJ,2016
175,24,6,127,123,172,NJ,2016
176,25,6,177,135,170,NJ,2016
177,26,6,144,123,157,NJ,2016
178,27,6,87,93,149,NJ,2016
179,28,6,83,90,148,NJ,2016
180,29,6,88,92,145,NJ,2016
181,30,6,102,94,163,NJ,2016
182,1,7,123,104,163,NJ,2016
183,2,7,150,132,165,NJ,2016
184,3,7,190,127,171,NJ,2016
185,4,7,164,109,169,NJ,2016
186,5,7,96,86,148,NJ,2016
187,6,7,85,75,149,NJ,2016
188,7,7,74,77,138,NJ,2016
189,8,7,102,94,148,NJ,2016
190,9,7,144,110,163,NJ,2016
191,10,7,148,139,172,NJ,2016
192,11,7,123,107,178,NJ,2016
193,12,7,121,111,163,NJ,2016
194,13,7,135,110,160,NJ,2016
195,14,7,97,97,146,NJ,2016
196,15,7,163,101,173,NJ,2016
197,16,7,114,113,166,NJ,2016
198,17,7,160,138,173,NJ,2016
199,18,7,96,73,147,NJ,2016
200,19,7,130,116,169,NJ,2016
201,20,7,91,85,153,NJ,2016
202,21,7,89,73,149,NJ,2016
203,22,7,70,62,149,NJ,2016
204,23,7,108,100,166,NJ,2016
205,24,7,159,121,167,NJ,2016
206,25,7,77,69,150,NJ,2016
207,26,7,79,73,154,NJ,2016
208,27,7,114,94,155,NJ,2016
209,28,7,78,72,148,NJ,2016
210,29,7,109,90,145,NJ,2016
211,30,7,130,120,159,NJ,2016
212,31,7,134,97,157,NJ,2016
213,1,8,112,93,154,NJ,2016
214,2,8,125,92,166,NJ,2016
215,3,8,172,107,162,NJ,2016
216,4,8,105,106,166,NJ,2016
217,5,8,90,88,148,NJ,2016
218,6,8,118,101,169,NJ,2016
219,7,8,169,127,168,NJ,2016
220,8,8,130,109,173,NJ,2016
221,9,8,80,71,154,NJ,2016
222,10,8,76,72,147,NJ,2016
223,11,8,72,67,134,NJ,2016
224,12,8,74,68,139,NJ,2016
225,13,8,106,87,155,NJ,2016
226,14,8,145,119,163,NJ,2016
227,15,8,105,109,165,NJ,2016
228,16,8,92,86,152,NJ,2016
229,17,8,102,93,161,NJ,2016
230,18,8,125,113,172,NJ,2016
231,19,8,138,113,179,NJ,2016
232,20,8,148,137,174,NJ,2016
233,21,8,146,121,175,NJ,2016
234,22,8,173,122,187,NJ,2016
235,23,8,139,119,182,NJ,2016
236,24,8,118,115,176,NJ,2016
237,25,8,114,87,165,NJ,2016
238,26,8,118,104,167,NJ,2016
239,27,8,187,157,192,NJ,2016
240,28,8,171,138,178,NJ,2016
241,29,8,161,142,172,NJ,2016
242,30,8,134,112,182,NJ,2016
243,31,8,104,88,169,NJ,2016
244,1,9,114,107,170,NJ,2016
245,2,9,197,161,205,NJ,2016
246,3,9,191,148,185,NJ,2016
247,4,9,238,181,181,NJ,2016
248,5,9,242,182,197,NJ,2016
249,6,9,132,116,178,NJ,2016
250,7,9,132,118,185,NJ,2016
251,8,9,126,109,188,NJ,2016
252,9,9,123,114,186,NJ,2016
253,10,9,188,157,201,NJ,2016
254,11,9,251,174,197,NJ,2016
255,12,9,196,159,197,NJ,2016
256,13,9,147,116,174,NJ,2016
257,14,9,123,111,179,NJ,2016
258,15,9,162,141,189,NJ,2016
259,16,9,183,154,179,NJ,2016
260,17,9,251,196,191,NJ,2016
261,18,9,428,162,192,NJ,2016
262,19,9,92,84,168,NJ,2016
263,20,9,171,134,187,NJ,2016
264,21,9,168,125,189,NJ,2016
265,22,9,189,137,189,NJ,2016
266,23,9,174,142,191,NJ,2016
267,24,9,347,208,204,NJ,2016
268,25,9,349,237,214,NJ,2016
269,26,9,195,143,198,NJ,2016
270,27,9,160,127,194,NJ,2016
271,28,9,149,120,193,NJ,2016
272,29,9,75,70,150,NJ,2016
273,30,9,161,100,178,NJ,2016
274,1,10,386,198,214,NJ,2016
275,2,10,339,225,205,NJ,2016
276,3,10,212,161,206,NJ,2016
277,4,10,219,165,206,NJ,2016
278,5,10,209,149,195,NJ,2016
279,6,10,192,147,184,NJ,2016
280,7,10,192,158,188,NJ,2016
281,8,10,264,194,196,NJ,2016
282,9,10,183,128,182,NJ,2016
283,10,10,306,206,201,NJ,2016
284,11,10,221,186,208,NJ,2016
285,12,10,192,161,184,NJ,2016
286,13,10,152,123,184,NJ,2016
287,14,10,233,186,201,NJ,2016
288,15,10,345,225,210,NJ,2016
289,16,10,355,214,199,NJ,2016
290,17,10,172,127,187,NJ,2016
291,18,10,148,132,169,NJ,2016
292,19,10,155,123,175,NJ,2016
293,20,10,169,136,183,NJ,2016
294,21,10,250,165,183,NJ,2016
295,22,10,313,146,173,NJ,2016
296,23,10,406,231,199,NJ,2016
297,24,10,174,118,174,NJ,2016
298,25,10,189,140,185,NJ,2016
299,26,10,219,141,186,NJ,2016
300,27,10,93,79,150,NJ,2016
301,28,10,168,120,157,NJ,2016
302,29,10,330,188,182,NJ,2016
303,30,10,253,181,179,NJ,2016
304,31,10,156,116,159,NJ,2016
305,1,11,124,111,154,NJ,2016
306,2,11,121,104,147,NJ,2016
307,3,11,90,93,149,NJ,2016
308,4,11,122,109,162,NJ,2016
309,5,11,226,150,178,NJ,2016
310,6,11,243,157,170,NJ,2016
311,7,11,158,106,168,NJ,2016
312,8,11,149,105,161,NJ,2016
313,9,11,53,55,133,NJ,2016
314,10,11,124,98,159,NJ,2016
315,11,11,158,108,158,NJ,2016
316,12,11,230,155,166,NJ,2016
317,13,11,203,146,156,NJ,2016
318,14,11,99,96,155,NJ,2016
319,15,11,53,60,130,NJ,2016
320,16,11,111,84,154,NJ,2016
321,17,11,107,90,156,NJ,2016
322,18,11,153,115,149,NJ,2016
323,19,11,207,155,167,NJ,2016
324,20,11,108,102,130,NJ,2016
325,21,11,66,61,123,NJ,2016
326,22,11,98,80,123,NJ,2016
327,23,11,125,109,150,NJ,2016
328,24,11,133,116,144,NJ,2016
329,25,11,300,153,172,NJ,2016
330,26,11,258,180,167,NJ,2016
331,27,11,224,168,152,NJ,2016
332,28,11,104,90,153,NJ,2016
333,29,11,35,42,107,NJ,2016
334,30,11,57,49,129,NJ,2016
335,1,12,115,90,139,NJ,2016
336,2,12,132,106,144,NJ,2016
337,3,12,222,150,154,NJ,2016
338,4,12,234,164,163,NJ,2016
339,5,12,126,94,144,NJ,2016
340,6,12,89,82,137,NJ,2016
341,7,12,109,84,137,NJ,2016
342,8,12,115,91,132,NJ,2016
343,9,12,78,74,120,NJ,2016
344,10,12,247,160,155,NJ,2016
345,11,12,216,138,154,NJ,2016
346,12,12,78,61,126,NJ,2016
347,13,12,128,104,142,NJ,2016
348,14,12,98,83,128,NJ,2016
349,15,12,101,79,111,NJ,2016
350,16,12,99,92,130,NJ,2016
351,17,12,172,124,139,NJ,2016
352,18,12,363,157,171,NJ,2016
353,19,12,110,83,126,NJ,2016
354,20,12,94,83,136,NJ,2016
355,21,12,133,109,138,NJ,2016
356,22,12,126,119,128,NJ,2016
357,23,12,191,141,148,NJ,2016
358,24,12,96,84,122,NJ,2016
359,25,12,117,108,129,NJ,2016
360,26,12,283,164,145,NJ,2016
361,27,12,242,159,141,NJ,2016
362,28,12,289,147,149,NJ,2016
363,29,12,91,72,110,NJ,2016
364,30,12,242,156,140,NJ,2016
365,31,12,257,165,156,NJ,2016
0,1,1,1041,337,173,NJ,2017
1,2,1,342,194,141,NJ,2017
2,3,1,212,136,134,NJ,2017
3,4,1,368,193,155,NJ,2017
4,5,1,337,201,152,NJ,2017
5,6,1,255,159,153,NJ,2017
6,7,1,269,182,130,NJ,2017
7,8,1,341,186,147,NJ,2017
8,9,1,160,126,136,NJ,2017
9,10,1,234,137,142,NJ,2017
10,11,1,216,148,150,NJ,2017
11,12,1,219,171,150,NJ,2017
12,13,1,285,183,148,NJ,2017
13,14,1,398,218,151,NJ,2017
14,15,1,453,237,158,NJ,2017
15,16,1,378,198,158,NJ,2017
16,17,1,134,112,134,NJ,2017
17,18,1,178,108,139,NJ,2017
18,19,1,256,159,152,NJ,2017
19,20,1,170,111,134,NJ,2017
20,21,1,628,225,160,NJ,2017
21,22,1,298,165,144,NJ,2017
22,23,1,103,71,101,NJ,2017
23,24,1,101,81,106,NJ,2017
24,25,1,265,135,143,NJ,2017
25,26,1,144,113,122,NJ,2017
26,27,1,191,137,133,NJ,2017
27,28,1,437,246,147,NJ,2017
28,29,1,356,209,152,NJ,2017
29,30,1,159,122,128,NJ,2017
30,31,1,167,112,139,NJ,2017
31,1,2,277,141,140,NJ,2017
32,2,2,189,124,140,NJ,2017
33,3,2,206,126,138,NJ,2017
34,4,2,779,222,148,NJ,2017
35,5,2,341,205,146,NJ,2017
36,6,2,191,134,136,NJ,2017
37,7,2,126,86,128,NJ,2017
38,8,2,240,149,145,NJ,2017
39,9,2,114,110,98,NJ,2017
40,10,2,113,101,125,NJ,2017
41,11,2,450,230,154,NJ,2017
42,12,2,241,141,141,NJ,2017
43,13,2,73,66,97,NJ,2017
44,14,2,148,130,133,NJ,2017
45,15,2,169,116,134,NJ,2017
46,16,2,103,103,121,NJ,2017
47,17,2,651,490,148,NJ,2017
48,18,2,1091,740,164,NJ,2017
49,19,2,980,736,163,NJ,2017
50,20,2,782,568,150,NJ,2017
51,21,2,154,133,141,NJ,2017
52,22,2,220,137,140,NJ,2017
53,23,2,200,153,148,NJ,2017
54,24,2,205,165,147,NJ,2017
55,25,2,284,187,146,NJ,2017
56,26,2,250,155,143,NJ,2017
57,27,2,165,123,139,NJ,2017
58,28,2,154,127,134,NJ,2017
59,1,3,132,102,117,NJ,2017
60,2,3,93,84,121,NJ,2017
61,3,3,134,114,129,NJ,2017
62,4,3,272,166,144,NJ,2017
63,5,3,270,181,147,NJ,2017
64,6,3,157,118,133,NJ,2017
65,7,3,174,122,144,NJ,2017
66,8,3,247,135,149,NJ,2017
67,9,3,184,138,140,NJ,2017
68,10,3,110,102,126,NJ,2017
69,11,3,340,186,149,NJ,2017
70,12,3,236,157,143,NJ,2017
71,13,3,203,128,139,NJ,2017
72,14,3,198,123,111,NJ,2017
73,15,3,195,142,117,NJ,2017
74,16,3,171,126,127,NJ,2017
75,17,3,245,175,147,NJ,2017
76,18,3,276,176,143,NJ,2017
77,19,3,334,213,146,NJ,2017
78,20,3,169,143,132,NJ,2017
79,21,3,187,147,148,NJ,2017
80,22,3,111,96,117,NJ,2017
81,23,3,183,128,128,NJ,2017
82,24,3,189,164,140,NJ,2017
83,25,3,403,234,164,NJ,2017
84,26,3,251,168,141,NJ,2017
85,27,3,247,154,152,NJ,2017
86,28,3,178,135,143,NJ,2017
87,29,3,290,202,155,NJ,2017
88,30,3,213,178,147,NJ,2017
89,31,3,88,85,133,NJ,2017
90,1,4,349,216,160,NJ,2017
91,2,4,383,257,157,NJ,2017
92,3,4,251,193,150,NJ,2017
93,4,4,233,171,154,NJ,2017
94,5,4,331,249,166,NJ,2017
95,6,4,139,110,143,NJ,2017
96,7,4,196,157,156,NJ,2017
97,8,4,400,273,170,NJ,2017
98,9,4,383,280,173,NJ,2017
99,10,4,284,212,170,NJ,2017
100,11,4,275,199,173,NJ,2017
101,12,4,291,221,172,NJ,2017
102,13,4,245,194,177,NJ,2017
103,14,4,301,237,171,NJ,2017
104,15,4,333,257,182,NJ,2017
105,16,4,321,248,187,NJ,2017
106,17,4,270,210,188,NJ,2017
107,18,4,253,186,176,NJ,2017
108,19,4,209,167,172,NJ,2017
109,20,4,230,176,185,NJ,2017
110,21,4,205,176,184,NJ,2017
111,22,4,281,213,201,NJ,2017
112,23,4,415,281,201,NJ,2017
113,24,4,193,168,182,NJ,2017
114,25,4,102,87,163,NJ,2017
115,26,4,232,166,194,NJ,2017
116,27,4,351,271,214,NJ,2017
117,28,4,414,291,229,NJ,2017
118,29,4,605,357,231,NJ,2017
119,30,4,661,385,234,NJ,2017
120,1,5,559,306,239,NJ,2017
121,2,5,498,277,235,NJ,2017
122,3,5,586,304,240,NJ,2017
123,4,5,572,295,227,NJ,2017
124,5,5,217,170,223,NJ,2017
125,6,5,1373,416,253,NJ,2017
126,7,5,497,343,228,NJ,2017
127,8,5,283,227,218,NJ,2017
128,9,5,331,244,228,NJ,2017
129,10,5,420,275,227,NJ,2017
130,11,5,322,235,224,NJ,2017
131,12,5,338,239,227,NJ,2017
132,13,5,293,162,197,NJ,2017
133,14,5,505,289,236,NJ,2017
134,15,5,284,202,217,NJ,2017
135,16,5,467,306,225,NJ,2017
136,17,5,444,292,228,NJ,2017
137,18,5,340,246,219,NJ,2017
138,19,5,433,247,221,NJ,2017
139,20,5,589,318,231,NJ,2017
140,21,5,543,329,232,NJ,2017
141,22,5,132,124,192,NJ,2017
142,23,5,276,197,220,NJ,2017
143,24,5,278,194,216,NJ,2017
144,25,5,128,110,185,NJ,2017
145,26,5,294,220,218,NJ,2017
146,27,5,453,295,227,NJ,2017
147,28,5,313,233,214,NJ,2017
148,29,5,222,167,189,NJ,2017
149,30,5,143,124,179,NJ,2017
150,31,5,205,154,195,NJ,2017
151,1,6,212,160,198,NJ,2017
152,2,6,208,176,195,NJ,2017
153,3,6,281,196,193,NJ,2017
154,4,6,224,164,198,NJ,2017
155,5,6,138,116,170,NJ,2017
156,6,6,118,101,183,NJ,2017
157,7,6,183,142,173,NJ,2017
158,8,6,164,147,178,NJ,2017
159,9,6,150,127,175,NJ,2017
160,10,6,200,166,184,NJ,2017
161,11,6,165,121,173,NJ,2017
162,12,6,100,89,160,NJ,2017
163,13,6,82,78,148,NJ,2017
164,14,6,90,88,157,NJ,2017
165,15,6,144,118,166,NJ,2017
166,16,6,130,109,159,NJ,2017
167,17,6,178,150,183,NJ,2017
168,18,6,144,127,161,NJ,2017
169,19,6,116,103,150,NJ,2017
170,20,6,195,149,170,NJ,2017
171,21,6,181,130,167,NJ,2017
172,22,6,141,115,160,NJ,2017
173,23,6,142,128,141,NJ,2017
174,24,6,156,114,155,NJ,2017
175,25,6,190,148,162,NJ,2017
176,26,6,139,111,151,NJ,2017
177,27,6,137,100,156,NJ,2017
178,28,6,142,119,162,NJ,2017
179,29,6,109,94,150,NJ,2017
180,30,6,81,86,149,NJ,2017
181,1,7,125,104,147,NJ,2017
182,2,7,135,114,150,NJ,2017
183,3,7,125,118,165,NJ,2017
184,4,7,154,128,170,NJ,2017
185,5,7,124,119,171,NJ,2017
186,6,7,110,98,156,NJ,2017
187,7,7,96,85,151,NJ,2017
188,8,7,139,120,165,NJ,2017
189,9,7,189,154,174,NJ,2017
190,10,7,105,98,155,NJ,2017
191,11,7,84,77,157,NJ,2017
192,12,7,84,82,156,NJ,2017
193,13,7,82,78,144,NJ,2017
194,14,7,61,60,133,NJ,2017
195,15,7,120,114,167,NJ,2017
196,16,7,127,118,163,NJ,2017
197,17,7,108,103,151,NJ,2017
198,18,7,88,85,153,NJ,2017
199,19,7,101,92,157,NJ,2017
200,20,7,100,93,163,NJ,2017
201,21,7,105,97,171,NJ,2017
202,22,7,143,128,173,NJ,2017
203,23,7,143,129,169,NJ,2017
204,24,7,79,78,150,NJ,2017
205,25,7,107,81,159,NJ,2017
206,26,7,128,122,164,NJ,2017
207,27,7,124,117,160,NJ,2017
208,28,7,125,111,164,NJ,2017
209,29,7,109,100,151,NJ,2017
210,30,7,187,172,176,NJ,2017
211,31,7,102,101,165,NJ,2017
212,1,8,118,102,157,NJ,2017
213,2,8,166,109,151,NJ,2017
214,3,8,103,104,153,NJ,2017
215,4,8,97,89,148,NJ,2017
216,5,8,135,119,171,NJ,2017
217,6,8,206,167,182,NJ,2017
218,7,8,61,63,140,NJ,2017
219,8,8,124,101,172,NJ,2017
220,9,8,135,110,173,NJ,2017
221,10,8,137,115,168,NJ,2017
222,11,8,140,116,165,NJ,2017
223,12,8,165,130,178,NJ,2017
224,13,8,221,171,179,NJ,2017
225,14,8,362,145,174,NJ,2017
226,15,8,80,72,157,NJ,2017
227,16,8,107,99,161,NJ,2017
228,17,8,114,97,159,NJ,2017
229,18,8,91,75,155,NJ,2017
230,19,8,162,117,175,NJ,2017
231,20,8,194,145,184,NJ,2017
232,21,8,133,108,170,NJ,2017
233,22,8,104,88,152,NJ,2017
234,23,8,160,133,177,NJ,2017
235,24,8,197,157,197,NJ,2017
236,25,8,195,163,195,NJ,2017
237,26,8,238,193,215,NJ,2017
238,27,8,344,230,208,NJ,2017
239,28,8,141,125,187,NJ,2017
240,29,8,89,79,167,NJ,2017
241,30,8,194,142,194,NJ,2017
242,31,8,183,147,198,NJ,2017
243,1,9,240,189,209,NJ,2017
244,2,9,209,173,204,NJ,2017
245,3,9,247,182,201,NJ,2017
246,4,9,295,221,216,NJ,2017
247,5,9,132,109,187,NJ,2017
248,6,9,99,76,171,NJ,2017
249,7,9,194,147,197,NJ,2017
250,8,9,259,179,203,NJ,2017
251,9,9,381,251,215,NJ,2017
252,10,9,300,225,216,NJ,2017
253,11,9,204,169,195,NJ,2017
254,12,9,193,155,201,NJ,2017
255,13,9,169,133,191,NJ,2017
256,14,9,193,150,187,NJ,2017
257,15,9,215,178,197,NJ,2017
258,16,9,288,214,211,NJ,2017
259,17,9,231,179,205,NJ,2017
260,18,9,150,113,196,NJ,2017
261,19,9,111,94,167,NJ,2017
262,20,9,161,121,185,NJ,2017
263,21,9,226,156,203,NJ,2017
264,22,9,220,159,207,NJ,2017
265,23,9,271,202,204,NJ,2017
266,24,9,213,163,203,NJ,2017
267,25,9,141,123,184,NJ,2017
268,26,9,151,107,178,NJ,2017
269,27,9,133,94,175,NJ,2017
270,28,9,151,111,166,NJ,2017
271,29,9,273,201,217,NJ,2017
272,30,9,338,212,208,NJ,2017
273,1,10,326,219,205,NJ,2017
274,2,10,199,156,200,NJ,2017
275,3,10,184,144,184,NJ,2017
276,4,10,236,178,184,NJ,2017
277,5,10,220,147,179,NJ,2017
278,6,10,244,168,189,NJ,2017
279,7,10,458,262,209,NJ,2017
280,8,10,252,174,182,NJ,2017
281,9,10,122,101,163,NJ,2017
282,10,10,160,139,193,NJ,2017
283,11,10,212,157,204,NJ,2017
284,12,10,144,113,182,NJ,2017
285,13,10,179,152,195,NJ,2017
286,14,10,326,227,205,NJ,2017
287,15,10,240,179,197,NJ,2017
288,16,10,177,136,187,NJ,2017
289,17,10,222,172,192,NJ,2017
290,18,10,177,135,184,NJ,2017
291,19,10,196,167,187,NJ,2017
292,20,10,312,196,189,NJ,2017
293,21,10,510,279,199,NJ,2017
294,22,10,374,261,190,NJ,2017
295,23,10,185,137,178,NJ,2017
296,24,10,140,104,158,NJ,2017
297,25,10,178,143,190,NJ,2017
298,26,10,165,167,183,NJ,2017
299,27,10,286,221,191,NJ,2017
300,28,10,487,348,198,NJ,2017
301,29,10,95,88,150,NJ,2017
302,30,10,139,101,156,NJ,2017
303,31,10,152,139,178,NJ,2017
304,1,11,160,139,173,NJ,2017
305,2,11,156,133,169,NJ,2017
306,3,11,173,146,170,NJ,2017
307,4,11,272,200,182,NJ,2017
308,5,11,226,161,176,NJ,2017
309,6,11,148,121,175,NJ,2017
310,7,11,121,101,156,NJ,2017
311,8,11,136,99,159,NJ,2017
312,9,11,141,116,164,NJ,2017
313,10,11,125,109,153,NJ,2017
314,11,11,209,164,181,NJ,2017
315,12,11,213,159,186,NJ,2017
316,13,11,61,58,125,NJ,2017
317,14,11,95,90,151,NJ,2017
318,15,11,136,105,149,NJ,2017
319,16,11,96,93,149,NJ,2017
320,17,11,123,106,154,NJ,2017
321,18,11,230,169,170,NJ,2017
322,19,11,143,112,146,NJ,2017
323,20,11,138,109,157,NJ,2017
324,21,11,134,111,159,NJ,2017
325,22,11,112,97,144,NJ,2017
326,23,11,184,148,161,NJ,2017
327,24,11,244,189,168,NJ,2017
328,25,11,301,211,177,NJ,2017
329,26,11,232,173,169,NJ,2017
330,27,11,164,117,155,NJ,2017
331,28,11,132,103,149,NJ,2017
332,29,11,136,113,147,NJ,2017
333,30,11,102,99,146,NJ,2017
334,1,12,137,110,152,NJ,2017
335,2,12,238,171,167,NJ,2017
336,3,12,254,159,167,NJ,2017
337,4,12,116,99,150,NJ,2017
338,5,12,85,71,140,NJ,2017
339,6,12,93,75,129,NJ,2017
340,7,12,93,87,128,NJ,2017
341,8,12,127,107,146,NJ,2017
342,9,12,112,103,129,NJ,2017
343,10,12,202,135,138,NJ,2017
344,11,12,124,89,142,NJ,2017
345,12,12,87,82,125,NJ,2017
346,13,12,71,74,115,NJ,2017
347,14,12,113,111,127,NJ,2017
348,15,12,104,88,140,NJ,2017
349,16,12,253,144,147,NJ,2017
350,17,12,600,222,175,NJ,2017
351,18,12,144,126,141,NJ,2017
352,19,12,121,105,144,NJ,2017
353,20,12,117,97,142,NJ,2017
354,21,12,128,110,134,NJ,2017
355,22,12,144,125,153,NJ,2017
356,23,12,181,108,145,NJ,2017
357,24,12,176,137,141,NJ,2017
358,25,12,84,75,101,NJ,2017
359,26,12,205,131,135,NJ,2017
360,27,12,172,130,139,NJ,2017
361,28,12,150,109,138,NJ,2017
362,29,12,177,140,147,NJ,2017
363,30,12,242,149,149,NJ,2017
364,31,12,253,152,150,NJ,2017
0,1,1,171,79,155,NM,2016
1,2,1,114,68,164,NM,2016
2,3,1,154,74,163,NM,2016
3,4,1,59,40,137,NM,2016
4,5,1,40,43,114,NM,2016
5,6,1,37,31,115,NM,2016
6,7,1,68,49,131,NM,2016
7,8,1,54,41,133,NM,2016
8,9,1,84,68,142,NM,2016
9,10,1,120,70,154,NM,2016
10,11,1,54,33,119,NM,2016
11,12,1,40,40,138,NM,2016
12,13,1,73,56,141,NM,2016
13,14,1,100,54,119,NM,2016
14,15,1,96,54,145,NM,2016
15,16,1,180,64,153,NM,2016
16,17,1,176,79,147,NM,2016
17,18,1,131,63,147,NM,2016
18,19,1,50,36,120,NM,2016
19,20,1,53,38,124,NM,2016
20,21,1,26,31,97,NM,2016
21,22,1,66,45,130,NM,2016
22,23,1,116,70,159,NM,2016
23,24,1,100,68,142,NM,2016
24,25,1,74,41,132,NM,2016
25,26,1,42,27,129,NM,2016
26,27,1,54,35,120,NM,2016
27,28,1,53,44,137,NM,2016
28,29,1,49,38,118,NM,2016
29,30,1,116,58,145,NM,2016
30,31,1,84,61,142,NM,2016
31,1,2,36,27,92,NM,2016
32,2,2,34,33,105,NM,2016
33,3,2,36,31,123,NM,2016
34,4,2,39,41,134,NM,2016
